grouping_variable,value_variable,group_a,group_b,n_a,n_b,median_a,median_b,p_value_raw,cliffs_delta,cliffs_magnitude,p_adj_fdr,significant_fdr,combined_grouping
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | normal,1 | 80+ | overweight,50,11,68.5,70.0,0.5480144355425215,-0.11818181818181818,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | normal,2 | 70-79 | normal,50,26,68.5,67.5,0.7841610930348748,-0.03923076923076923,negligible,0.9464013191800212,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | normal,1 | 80+ | normal,50,12,68.5,67.0,0.6301303494912784,0.09166666666666666,negligible,0.827046083707303,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | normal,2 | 70-79 | obesity,50,30,68.5,66.0,0.5911939750028692,-0.07266666666666667,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | normal,2 | 60-69 | obesity,50,22,68.5,75.5,0.08339234229966754,-0.2581818181818182,small,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | normal,2 | 60-69 | normal,50,13,68.5,68.0,0.47516680249130183,-0.13076923076923078,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 70-79 | overweight,48,35,71.5,71.0,0.5063715350673386,0.08630952380952381,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 70-79 | obesity,48,54,71.5,70.5,0.8431040860726216,0.023148148148148147,negligible,0.9601734668254291,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 70-79 | overweight,48,51,71.5,69.0,0.06533584013239656,0.2152777777777778,small,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 60-69 | overweight,48,41,71.5,74.0,0.4171694653861835,-0.10060975609756098,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 70-79 | low,48,12,71.5,73.0,0.684040058625446,-0.078125,negligible,0.8653518813936366,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 60-69 | obesity,48,69,71.5,70.0,0.4457229195375165,0.08333333333333333,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 60-69 | overweight,48,18,71.5,74.0,0.5449825204705363,-0.09837962962962964,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 80+ | overweight,48,11,71.5,70.0,0.552340221386405,0.11742424242424243,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 70-79 | normal,48,26,71.5,67.5,0.18477065270142146,0.18830128205128205,small,0.7017958011200839,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,1 | 80+ | normal,48,12,71.5,67.0,0.04987809081261205,0.3697916666666667,medium,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 70-79 | obesity,48,30,71.5,66.0,0.38231925437784187,0.11875,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 60-69 | obesity,48,22,71.5,75.5,0.4398402945994563,-0.11647727272727272,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | normal,2 | 60-69 | normal,48,13,71.5,68.0,0.5907997142183339,0.09935897435897435,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,1 | 70-79 | obesity,35,54,71.0,70.5,0.5877512886282967,-0.06878306878306878,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,1 | 70-79 | overweight,35,51,71.0,69.0,0.3647934318710686,0.11596638655462185,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,1 | 60-69 | overweight,35,41,71.0,74.0,0.18861259469770308,-0.17630662020905924,small,0.7017958011200839,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,1 | 70-79 | low,35,12,71.0,73.0,0.3792651833262317,-0.1738095238095238,small,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,1 | 60-69 | obesity,35,69,71.0,70.0,0.8687283747468169,-0.020289855072463767,negligible,0.9601734668254291,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,2 | 60-69 | overweight,35,18,71.0,74.0,0.2673880515707102,-0.18888888888888888,small,0.7588039301330965,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,1 | 80+ | overweight,35,11,71.0,70.0,0.9486185401095022,0.015584415584415584,negligible,0.9868846891208832,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,2 | 70-79 | normal,35,26,71.0,67.5,0.5350005772378246,0.0945054945054945,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,1 | 80+ | normal,35,12,71.0,67.0,0.17534199795896954,0.26666666666666666,small,0.7017958011200839,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,2 | 70-79 | obesity,35,30,71.0,66.0,0.8588674247653765,0.02666666666666667,negligible,0.9601734668254291,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,2 | 60-69 | obesity,35,22,71.0,75.5,0.26452587304952635,-0.17792207792207793,small,0.7588039301330965,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | overweight,2 | 60-69 | normal,35,13,71.0,68.0,1.0,0.0,negligible,1.0,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,1 | 70-79 | overweight,54,51,70.5,69.0,0.11739433494083723,0.1775599128540305,small,0.6848002871548838,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,1 | 60-69 | overweight,54,41,70.5,74.0,0.4189063125815279,-0.0975609756097561,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,1 | 70-79 | low,54,12,70.5,73.0,0.6412951963221158,-0.08796296296296297,negligible,0.831308587824965,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,1 | 60-69 | obesity,54,69,70.5,70.0,0.6081925896366549,0.05421363392377885,negligible,0.8187207937416509,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,2 | 60-69 | overweight,54,18,70.5,74.0,0.515182937959991,-0.10390946502057613,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,1 | 80+ | overweight,54,11,70.5,70.0,0.6239697559458102,0.09595959595959595,negligible,0.827046083707303,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,2 | 70-79 | normal,54,26,70.5,67.5,0.24546205074029637,0.16168091168091167,small,0.7588039301330965,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,1 | 80+ | normal,54,12,70.5,67.0,0.07921881461629689,0.3271604938271605,small,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,2 | 70-79 | obesity,54,30,70.5,66.0,0.40574224500891387,0.11049382716049383,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,2 | 60-69 | obesity,54,22,70.5,75.5,0.47738279835961084,-0.10521885521885523,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | obesity,2 | 60-69 | normal,54,13,70.5,68.0,0.6974054653869121,0.07122507122507123,negligible,0.87175683173364,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,1 | 60-69 | overweight,51,41,69.0,74.0,0.020366464118469173,-0.28263988522238165,small,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,1 | 70-79 | low,51,12,69.0,73.0,0.1340473959703075,-0.28104575163398693,small,0.7017958011200839,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,1 | 60-69 | obesity,51,69,69.0,70.0,0.1938293164998327,-0.13924410343847685,negligible,0.7017958011200839,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,2 | 60-69 | overweight,51,18,69.0,74.0,0.06272450254325097,-0.2973856209150327,small,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,1 | 80+ | overweight,51,11,69.0,70.0,0.5734857340960711,-0.11051693404634581,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,2 | 70-79 | normal,51,26,69.0,67.5,1.0,-0.0007541478129713424,negligible,1.0,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,1 | 80+ | normal,51,12,69.0,67.0,0.3714144398866327,0.16830065359477125,small,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,2 | 70-79 | obesity,51,30,69.0,66.0,0.8104165536910446,-0.032679738562091505,negligible,0.9534466649298761,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,2 | 60-69 | obesity,51,22,69.0,75.5,0.07485266818865692,-0.2647058823529412,small,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | overweight,2 | 60-69 | normal,51,13,69.0,68.0,0.5418966831975225,-0.11161387631975868,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | overweight,1 | 70-79 | low,41,12,74.0,73.0,0.8983325775029127,0.026422764227642278,negligible,0.9822936123333451,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | overweight,1 | 60-69 | obesity,41,69,74.0,70.0,0.1574254356896826,0.16189466242488512,small,0.7017958011200839,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | overweight,2 | 60-69 | overweight,41,18,74.0,74.0,0.9474507740416702,0.012195121951219513,negligible,0.9868846891208832,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | overweight,1 | 80+ | overweight,41,11,74.0,70.0,0.41262133727959427,0.164079822616408,small,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | overweight,2 | 70-79 | normal,41,26,74.0,67.5,0.08207196891638037,0.25422138836772984,small,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | overweight,1 | 80+ | normal,41,12,74.0,67.0,0.024750810769674274,0.43089430894308944,medium,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | overweight,2 | 70-79 | obesity,41,30,74.0,66.0,0.24397217008053285,0.16341463414634147,small,0.7588039301330965,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | overweight,2 | 60-69 | obesity,41,22,74.0,75.5,0.9942435019498101,-0.0022172949002217295,negligible,1.0,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | overweight,2 | 60-69 | normal,41,13,74.0,68.0,0.32568510773339654,0.18386491557223264,small,0.795373791872899,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | low,1 | 60-69 | obesity,12,69,73.0,70.0,0.40538529606624774,0.15217391304347827,small,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | low,2 | 60-69 | overweight,12,18,73.0,74.0,0.8157497018042819,-0.05555555555555555,negligible,0.9534466649298761,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | low,1 | 80+ | overweight,12,11,73.0,70.0,0.5176125152982693,0.16666666666666666,small,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | low,2 | 70-79 | normal,12,26,73.0,67.5,0.1714737029378699,0.28205128205128205,small,0.7017958011200839,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | low,1 | 80+ | normal,12,12,73.0,67.0,0.07734515786846848,0.4305555555555556,medium,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | low,2 | 70-79 | obesity,12,30,73.0,66.0,0.2956025546503821,0.2111111111111111,small,0.795373791872899,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | low,2 | 60-69 | obesity,12,22,73.0,75.5,0.7454383548370541,-0.07196969696969698,negligible,0.9101282239289614,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 70-79 | low,2 | 60-69 | normal,12,13,73.0,68.0,0.46181500408213905,0.1794871794871795,small,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | obesity,2 | 60-69 | overweight,69,18,70.0,74.0,0.25058969069490467,-0.17713365539452497,small,0.7588039301330965,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | obesity,1 | 80+ | overweight,69,11,70.0,70.0,0.8666758960494405,0.03293807641633729,negligible,0.9601734668254291,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | obesity,2 | 70-79 | normal,69,26,70.0,67.5,0.32413060708714936,0.13210702341137123,negligible,0.795373791872899,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | obesity,1 | 80+ | normal,69,12,70.0,67.0,0.10577464667826401,0.2946859903381642,small,0.6848002871548838,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | obesity,2 | 70-79 | obesity,69,30,70.0,66.0,0.5624659213476229,0.07391304347826087,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | obesity,2 | 60-69 | obesity,69,22,70.0,75.5,0.22412239851951887,-0.1732542819499341,small,0.7588039301330965,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 60-69 | obesity,2 | 60-69 | normal,69,13,70.0,68.0,0.9492890819162781,0.012263099219620958,negligible,0.9868846891208832,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 60-69 | overweight,1 | 80+ | overweight,18,11,74.0,70.0,0.5583834842798931,0.13636363636363635,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 60-69 | overweight,2 | 70-79 | normal,18,26,74.0,67.5,0.13850513925665717,0.2670940170940171,small,0.7017958011200839,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 60-69 | overweight,1 | 80+ | normal,18,12,74.0,67.0,0.02745285064374052,0.4861111111111111,large,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 60-69 | overweight,2 | 70-79 | obesity,18,30,74.0,66.0,0.291212814666739,0.18518518518518517,small,0.795373791872899,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 60-69 | overweight,2 | 60-69 | obesity,18,22,74.0,75.5,1.0,0.0025252525252525255,negligible,1.0,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 60-69 | overweight,2 | 60-69 | normal,18,13,74.0,68.0,0.3352025121994766,0.2094017094017094,small,0.7999150859305691,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 80+ | overweight,2 | 70-79 | normal,11,26,70.0,67.5,0.6652369290164597,0.0944055944055944,negligible,0.8518277749601009,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 80+ | overweight,1 | 80+ | normal,11,12,70.0,67.0,0.2671093115560933,0.2803030303030303,small,0.7588039301330965,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 80+ | overweight,2 | 70-79 | obesity,11,30,70.0,66.0,0.9412854434631586,0.01818181818181818,negligible,0.9868846891208832,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 80+ | overweight,2 | 60-69 | obesity,11,22,70.0,75.5,0.5156689710996738,-0.1446280991735537,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 80+ | overweight,2 | 60-69 | normal,11,13,70.0,68.0,0.9074521942508046,-0.03496503496503497,negligible,0.9822936123333451,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | normal,1 | 80+ | normal,26,12,67.5,67.0,0.5191943598467478,0.1346153846153846,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | normal,2 | 70-79 | obesity,26,30,67.5,66.0,0.8435578116942768,-0.03205128205128205,negligible,0.9601734668254291,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | normal,2 | 60-69 | obesity,26,22,67.5,75.5,0.16527585549880985,-0.23601398601398602,small,0.7017958011200839,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | normal,2 | 60-69 | normal,26,13,67.5,68.0,0.5708516402903675,-0.11538461538461539,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 80+ | normal,2 | 70-79 | obesity,12,30,67.0,66.0,0.5673083901934981,-0.11666666666666667,negligible,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 80+ | normal,2 | 60-69 | obesity,12,22,67.0,75.5,0.05575927233539816,-0.4053030303030303,medium,0.6254425672475066,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,1 | 80+ | normal,2 | 60-69 | normal,12,13,67.0,68.0,0.2096905096249042,-0.30128205128205127,small,0.7339167836871647,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | obesity,2 | 60-69 | obesity,30,22,66.0,75.5,0.3257245052431872,-0.1621212121212121,small,0.795373791872899,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 70-79 | obesity,2 | 60-69 | normal,30,13,66.0,68.0,0.7306235820861877,-0.06923076923076923,negligible,0.9025350131652907,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_mean_hr,2 | 60-69 | obesity,2 | 60-69 | normal,22,13,75.5,68.0,0.3466310290193283,0.1958041958041958,small,0.8061736022766398,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 60-69 | normal,47,48,178.0,162.5,0.8582081908129053,0.02171985815602837,negligible,0.9011186003535506,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 70-79 | overweight,47,35,178.0,97.0,0.00029585203147423314,0.46990881458966566,medium,0.0034516070338660534,True,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 70-79 | obesity,47,54,178.0,146.0,0.2959623340045092,0.12135539795114263,negligible,0.4708491677344465,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 70-79 | overweight,47,50,178.0,157.0,0.2853495690117158,0.12638297872340426,negligible,0.4609493037881563,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 60-69 | overweight,47,40,178.0,149.5,0.4458839461955514,0.09574468085106383,negligible,0.6080235629939338,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 70-79 | low,47,12,178.0,96.0,0.05016241647979714,0.37056737588652483,medium,0.1316763432594675,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 60-69 | obesity,47,68,178.0,176.5,0.8133387789721895,-0.026282853566958697,negligible,0.878422310373751,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 60-69 | overweight,47,18,178.0,19.75,0.00011872195983824293,0.6217494089834515,large,0.0023099935725198312,True,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 80+ | overweight,47,11,178.0,92.0,0.04955467195345242,0.3849129593810445,medium,0.1316763432594675,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 70-79 | normal,47,25,178.0,136.0,0.36865367902092905,0.1302127659574468,negligible,0.5376199485721882,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 80+ | normal,47,12,178.0,115.5,0.20033151460184762,0.2429078014184397,small,0.36903173742445616,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 70-79 | obesity,47,30,178.0,81.5,0.0007405500578353369,0.45886524822695035,medium,0.005655089886365024,True,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 60-69 | obesity,47,22,178.0,30.55,0.000629052791402102,0.5145067698259188,large,0.005504211924768393,True,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 60-69 | normal,47,11,178.0,19.1,0.02253850859082758,0.44680851063829785,medium,0.07634010974312568,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 60-69 | normal,2 | 70-79 | overweight,48,35,162.5,97.0,0.0002797741931023285,0.46964285714285714,medium,0.0034516070338660534,True,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 70-79 | obesity,48,54,162.5,146.0,0.28489538288192495,0.12345679012345678,negligible,0.4609493037881563,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 70-79 | overweight,48,50,162.5,157.0,0.3355354244585741,0.11333333333333333,negligible,0.5105973850456562,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 60-69 | overweight,48,40,162.5,149.5,0.5518401759151101,0.07447916666666667,negligible,0.6898002198938876,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 70-79 | low,48,12,162.5,96.0,0.0449304656265051,0.3784722222222222,medium,0.12414997081007989,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 60-69 | obesity,48,68,162.5,176.5,0.6741487821102077,-0.046262254901960786,negligible,0.777863979357932,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 60-69 | normal,2 | 60-69 | overweight,48,18,162.5,19.75,0.00013199963271541892,0.6157407407407407,large,0.0023099935725198312,True,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 80+ | overweight,48,11,162.5,92.0,0.026494610422134083,0.4337121212121212,medium,0.08693544044762745,False,sex__age_group__bmi_cat
sex__age_group__bmi_cat,t2m_pre_sdnn,1 | 60-69 | normal,2 | 70-79 | normal,48,25,162.5,136.0,0.40914294482158264,0.11916666666666667,negligible,0.5728001227502156,False,sex__age_group__bmi_cat
