grouping_variable,value_variable,group_a,group_b,p_adj,combined_grouping
age_group__bmi_cat,t2m_pre_lf,70-79 | low,70-79 | obesity,0.8450941201209913,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | low,70-79 | overweight,0.6911228066412137,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | low,80+ | normal,0.45278755392432185,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | low,80+ | obesity,0.4098154448980556,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | low,80+ | overweight,0.37471357692755736,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | low,<60 | normal,0.20521210769562834,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,70-79 | obesity,0.015894063507641994,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,70-79 | overweight,0.04524575777266611,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,80+ | normal,0.011523304458931736,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,80+ | obesity,0.9500610952779558,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,80+ | overweight,0.011523304458931736,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | normal,<60 | normal,0.014480398873438867,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,70-79 | overweight,0.7107365859026811,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,80+ | normal,0.1840203769187081,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,80+ | obesity,0.4098154448980556,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,80+ | overweight,0.13053629151325596,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | obesity,<60 | normal,0.10848715052398171,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,80+ | normal,0.10851835034168619,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,80+ | obesity,0.5041811127210071,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,80+ | overweight,0.08684547701648791,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | overweight,<60 | normal,0.07863978773804589,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,80+ | normal,80+ | obesity,0.1093771777126326,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,80+ | normal,80+ | overweight,0.8659845738266947,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,80+ | normal,<60 | normal,0.5254992404124101,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,80+ | obesity,80+ | overweight,0.09274539678321175,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,80+ | obesity,<60 | normal,0.06213498093146639,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,80+ | overweight,<60 | normal,0.6359705049055789,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,60-69 | normal,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,60-69 | obesity,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,60-69 | overweight,0.8528892290892497,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,70-79 | low,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,70-79 | normal,0.7477159751125898,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,70-79 | obesity,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,70-79 | overweight,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,80+ | normal,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,80+ | obesity,0.8863009328925455,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,80+ | overweight,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | low,<60 | normal,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,60-69 | obesity,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,60-69 | overweight,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,70-79 | low,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,70-79 | normal,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,70-79 | obesity,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,70-79 | overweight,0.9462682511107114,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,80+ | normal,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,80+ | obesity,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,80+ | overweight,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | normal,<60 | normal,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | obesity,60-69 | overweight,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | obesity,70-79 | low,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | obesity,70-79 | normal,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | obesity,70-79 | obesity,0.5020827990890704,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | obesity,70-79 | overweight,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | obesity,80+ | normal,0.5020827990890704,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | obesity,80+ | obesity,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | obesity,80+ | overweight,0.5020827990890704,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | obesity,<60 | normal,0.8584091081025159,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | overweight,70-79 | low,0.9462682511107114,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | overweight,70-79 | normal,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | overweight,70-79 | obesity,0.7477159751125898,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | overweight,70-79 | overweight,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | overweight,80+ | normal,0.5624873888599872,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | overweight,80+ | obesity,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | overweight,80+ | overweight,0.5624873888599872,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,60-69 | overweight,<60 | normal,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | low,70-79 | normal,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | low,70-79 | obesity,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | low,70-79 | overweight,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | low,80+ | normal,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | low,80+ | obesity,0.8863009328925455,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | low,80+ | overweight,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | low,<60 | normal,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | normal,70-79 | obesity,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | normal,70-79 | overweight,0.8584091081025159,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | normal,80+ | normal,0.5020827990890704,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | normal,80+ | obesity,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | normal,80+ | overweight,0.5020827990890704,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | normal,<60 | normal,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | obesity,70-79 | overweight,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | obesity,80+ | normal,0.7477159751125898,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | obesity,80+ | obesity,0.986390244039273,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | obesity,80+ | overweight,0.7477159751125898,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | obesity,<60 | normal,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | overweight,80+ | normal,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | overweight,80+ | obesity,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | overweight,80+ | overweight,0.6654679801562631,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,70-79 | overweight,<60 | normal,0.8863009328925455,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,80+ | normal,80+ | obesity,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,80+ | normal,80+ | overweight,0.9462682511107114,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,80+ | normal,<60 | normal,0.8863009328925455,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,80+ | obesity,80+ | overweight,0.8827867668168645,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,80+ | obesity,<60 | normal,0.9083183222924573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_vlf,80+ | overweight,<60 | normal,0.8827867668168645,age_group__bmi_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | high,60-69 | normal,0.5339453620021926,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | high,70-79 | high,0.33521114342315855,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | high,70-79 | normal,0.19032723641516155,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | high,80+ | high,0.52750757803442,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | high,80+ | normal,0.03608629785743928,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | high,<60 | normal,0.43951194559022577,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | normal,70-79 | high,0.5398516370763176,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | normal,70-79 | normal,0.33521114342315855,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | normal,80+ | high,0.33521114342315855,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | normal,80+ | normal,0.03608629785743928,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,60-69 | normal,<60 | normal,0.5339453620021926,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,70-79 | high,70-79 | normal,0.7410059838963443,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,70-79 | high,80+ | high,0.2614836516605634,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,70-79 | high,80+ | normal,0.14772224736600775,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,70-79 | high,<60 | normal,0.7088707015619542,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,70-79 | normal,80+ | high,0.19032723641516155,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,70-79 | normal,80+ | normal,0.14772224736600775,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,70-79 | normal,<60 | normal,0.7451489925094065,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,80+ | high,80+ | normal,0.03608629785743928,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,80+ | high,<60 | normal,0.29505394091968845,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_rr,80+ | normal,<60 | normal,0.52750757803442,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | high,60-69 | normal,0.39110916185455535,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | high,70-79 | high,0.15738059833419232,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | high,70-79 | normal,0.0748299444803637,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | high,80+ | high,0.9984056637098926,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | high,80+ | normal,0.022234383121065585,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | high,<60 | normal,0.4096048739165787,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | normal,70-79 | high,0.45677807047811897,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | normal,70-79 | normal,0.32178796810664034,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | normal,80+ | high,0.6317888232602064,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | normal,80+ | normal,0.0748299444803637,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,60-69 | normal,<60 | normal,0.6419524985567209,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,70-79 | high,70-79 | normal,0.9468348979751587,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,70-79 | high,80+ | high,0.4096048739165787,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,70-79 | high,80+ | normal,0.20040680568693126,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,70-79 | high,<60 | normal,0.9468348979751587,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,70-79 | normal,80+ | high,0.39110916185455535,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,70-79 | normal,80+ | normal,0.20040680568693126,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,70-79 | normal,<60 | normal,0.9468348979751587,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,80+ | high,80+ | normal,0.11703287084583597,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,80+ | high,<60 | normal,0.4842535129873874,age_group__bp_cat
age_group__bp_cat,t2m_pre_mean_hr,80+ | normal,<60 | normal,0.4842535129873874,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | high,60-69 | normal,0.9564908691931586,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | high,70-79 | high,0.6470087121345174,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | high,70-79 | normal,0.7163340480777749,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | high,80+ | high,0.6273023548171289,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | high,80+ | normal,0.6273023548171289,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | high,<60 | normal,0.6273023548171289,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | normal,70-79 | high,0.6273023548171289,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | normal,70-79 | normal,0.6840599576073386,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | normal,80+ | high,0.6273023548171289,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | normal,80+ | normal,0.6273023548171289,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,60-69 | normal,<60 | normal,0.6273023548171289,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,70-79 | high,70-79 | normal,0.7163340480777749,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,70-79 | high,80+ | high,0.7163340480777749,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,70-79 | high,80+ | normal,0.7163340480777749,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,70-79 | high,<60 | normal,0.6470087121345174,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,70-79 | normal,80+ | high,0.6470087121345174,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,70-79 | normal,80+ | normal,0.6273023548171289,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,70-79 | normal,<60 | normal,0.6273023548171289,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,80+ | high,80+ | normal,0.9564908691931586,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,80+ | high,<60 | normal,0.8610377481089714,age_group__bp_cat
age_group__bp_cat,t2m_pre_sdnn,80+ | normal,<60 | normal,0.823314175392182,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | high,60-69 | normal,0.9847228167488168,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | high,70-79 | high,0.9847228167488168,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | high,70-79 | normal,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | high,80+ | high,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | high,80+ | normal,0.5455538779739061,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | high,<60 | normal,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | normal,70-79 | high,0.9847228167488168,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | normal,70-79 | normal,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | normal,80+ | high,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | normal,80+ | normal,0.5455538779739061,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,60-69 | normal,<60 | normal,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,70-79 | high,70-79 | normal,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,70-79 | high,80+ | high,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,70-79 | high,80+ | normal,0.5455538779739061,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,70-79 | high,<60 | normal,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,70-79 | normal,80+ | high,0.8989634716651574,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,70-79 | normal,80+ | normal,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,70-79 | normal,<60 | normal,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,80+ | high,80+ | normal,0.7136120553918319,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,80+ | high,<60 | normal,0.6917837655744872,age_group__bp_cat
age_group__bp_cat,t2m_pre_rmssd,80+ | normal,<60 | normal,0.5455538779739061,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | high,60-69 | normal,0.7637322832977629,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | high,70-79 | high,0.560614389869337,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | high,70-79 | normal,0.5760500762836306,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | high,80+ | high,0.560614389869337,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | high,80+ | normal,0.19897486003254078,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | high,<60 | normal,0.44950041023388526,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | normal,70-79 | high,0.2952236695407658,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | normal,70-79 | normal,0.2952236695407658,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | normal,80+ | high,0.44950041023388526,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | normal,80+ | normal,0.07892574744264795,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,60-69 | normal,<60 | normal,0.3133634371735435,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,70-79 | high,70-79 | normal,0.775259208141004,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,70-79 | high,80+ | high,0.7637322832977629,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,70-79 | high,80+ | normal,0.3133634371735435,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,70-79 | high,<60 | normal,0.5953695286265569,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,70-79 | normal,80+ | high,0.7412813423753144,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,70-79 | normal,80+ | normal,0.2952236695407658,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,70-79 | normal,<60 | normal,0.560614389869337,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,80+ | high,80+ | normal,0.6287249219374687,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,80+ | high,<60 | normal,0.7637322832977629,age_group__bp_cat
age_group__bp_cat,t2m_pre_hf,80+ | normal,<60 | normal,0.8255276474432871,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | high,60-69 | normal,0.5439859578185223,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | high,70-79 | high,0.06626057996736144,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | high,70-79 | normal,0.2551810304985544,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | high,80+ | high,0.05925863616513149,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | high,80+ | normal,0.042309330574437504,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | high,<60 | normal,0.04512825435438182,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | normal,70-79 | high,0.11254741196472538,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | normal,70-79 | normal,0.5095703711140211,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | normal,80+ | high,0.07693037221198709,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | normal,80+ | normal,0.043792721141801445,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,60-69 | normal,<60 | normal,0.057197446969027586,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,70-79 | high,70-79 | normal,0.2668675998375098,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,70-79 | high,80+ | high,0.3332806949517106,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,70-79 | high,80+ | normal,0.20777547215146874,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,70-79 | high,<60 | normal,0.1743771387122902,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,70-79 | normal,80+ | high,0.13091634662859217,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,70-79 | normal,80+ | normal,0.057197446969027586,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,70-79 | normal,<60 | normal,0.06626057996736144,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,80+ | high,80+ | normal,0.970386040598524,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,80+ | high,<60 | normal,0.6219628300264622,age_group__bp_cat
age_group__bp_cat,t2m_pre_lf,80+ | normal,<60 | normal,0.6219628300264622,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | high,60-69 | normal,0.4186020686719008,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | high,70-79 | high,0.20784508933598844,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | high,70-79 | normal,0.4186020686719008,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | high,80+ | high,0.20784508933598844,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | high,80+ | normal,0.20784508933598844,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | high,<60 | normal,0.5878059784866531,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | normal,70-79 | high,0.4186020686719008,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | normal,70-79 | normal,0.9142719900718714,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | normal,80+ | high,0.2903112232151547,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | normal,80+ | normal,0.29131964372248603,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,60-69 | normal,<60 | normal,0.8743453394654139,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,70-79 | high,70-79 | normal,0.4186020686719008,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,70-79 | high,80+ | high,0.4618657336292017,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,70-79 | high,80+ | normal,0.5878059784866531,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,70-79 | high,<60 | normal,0.8743453394654139,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,70-79 | normal,80+ | high,0.2903112232151547,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,70-79 | normal,80+ | normal,0.2903112232151547,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,70-79 | normal,<60 | normal,0.8743453394654139,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,80+ | high,80+ | normal,0.8220367679171354,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,80+ | high,<60 | normal,0.4897380534839444,age_group__bp_cat
age_group__bp_cat,t2m_pre_vlf,80+ | normal,<60 | normal,0.5878059784866531,age_group__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | high,low | normal,0.412788579384923,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | high,normal | high,0.38966374359894995,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | high,normal | normal,0.3400086419959843,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | high,obesity | high,0.4917939090602911,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | high,obesity | normal,0.38966374359894995,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | high,overweight | high,0.38966374359894995,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | high,overweight | normal,0.38966374359894995,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | normal,normal | high,0.9701307462308915,bmi_cat__bp_cat
bmi_cat__bp_cat,t2m_pre_mean_rr,low | normal,normal | normal,0.8226486096334984,bmi_cat__bp_cat
