grouping_variable,value_variable,group_a,group_b,n_a,n_b,median_a,median_b,p_value_raw,cliffs_delta,cliffs_magnitude,p_adj_fdr,significant_fdr,combined_grouping
sex__age_group,t2m_pre_mean_rr,1 | 70-79,1 | 60-69,167,162,857.0,833.5,0.14454488161767806,0.09307311303319288,negligible,0.9038924611680029,False,sex__age_group
sex__bmi_cat,t2m_pre_lf,1 | overweight,2 | obesity,105,54,106.0,94.0,0.09112146857216602,0.164021164021164,small,0.21261676000172072,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | overweight,2 | low,105,6,106.0,38.0,0.05357823694052914,0.4714285714285714,medium,0.1500190634334816,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | low,2 | normal,17,47,122.0,180.0,0.6320520085923953,-0.08010012515644556,negligible,0.8041510896297623,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | low,2 | obesity,17,54,122.0,94.0,0.193455695945705,0.2113289760348584,small,0.361650344132429,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | low,2 | low,17,6,122.0,38.0,0.07406043057537261,0.5098039215686274,large,0.188517459646403,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,2 | normal,2 | obesity,47,54,180.0,94.0,0.018994327951336758,0.2718676122931442,small,0.12363938230674436,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,2 | normal,2 | low,47,6,180.0,38.0,0.03907492546680733,0.524822695035461,large,0.13676223913382568,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,2 | obesity,2 | low,54,6,94.0,38.0,0.23199309820752612,0.30246913580246915,small,0.38994389287546505,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | normal,2 | overweight,114,57,29.0,18.0,0.03422974036953844,0.1989843028624192,small,0.14423021099608438,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | normal,1 | obesity,114,130,29.0,41.5,0.13790469464086888,-0.11018893387314439,negligible,0.25742209666295524,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | normal,1 | overweight,114,105,29.0,34.0,0.26968513068612554,-0.08646616541353383,negligible,0.4195102032895286,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | normal,1 | low,114,17,29.0,51.0,0.4593878312151001,-0.11197110423116616,negligible,0.6125171082868001,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | normal,2 | normal,114,47,29.0,31.0,0.8350190209240911,0.02108995893990295,negligible,0.9314893189565778,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | normal,2 | obesity,114,54,29.0,24.0,0.03841753605901993,0.198180636777128,small,0.14423021099608438,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | normal,2 | low,114,6,29.0,14.0,0.07466866614940182,0.4342105263157895,medium,0.18745358772877327,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,2 | overweight,1 | obesity,57,130,18.0,41.5,0.001119966200338155,-0.29973009446693655,small,0.01668308434161873,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,2 | overweight,1 | overweight,57,105,18.0,34.0,0.005700868435591595,-0.2634920634920635,small,0.05320810539885489,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,2 | overweight,1 | low,57,17,18.0,51.0,0.08033725188375997,-0.28173374613003094,small,0.18745358772877327,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,2 | overweight,2 | normal,57,47,18.0,31.0,0.14956734363856733,-0.16498693542366555,small,0.26174285136749287,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,2 | overweight,2 | obesity,57,54,18.0,24.0,0.9083620362592462,0.01299545159194282,negligible,0.9420050746392182,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,2 | overweight,2 | low,57,6,18.0,14.0,0.489170328458687,0.17543859649122806,small,0.622580418038329,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | obesity,1 | overweight,130,105,41.5,34.0,0.6930316321345054,0.030036630036630037,negligible,0.8085369041569229,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | obesity,1 | low,130,17,41.5,51.0,0.9613467831229463,-0.007692307692307693,negligible,0.9613467831229463,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | obesity,2 | normal,130,47,41.5,31.0,0.17954876241093431,0.13240589198036007,negligible,0.2957273733827154,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | obesity,2 | obesity,130,54,41.5,24.0,0.001191648881544195,0.3038461538461538,small,0.01668308434161873,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | obesity,2 | low,130,6,41.5,14.0,0.025329793140487902,0.5423076923076923,large,0.14184684158673225,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | overweight,1 | low,105,17,34.0,51.0,0.8649543676025366,-0.026330532212885154,negligible,0.9314893189565778,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | overweight,2 | normal,105,47,34.0,31.0,0.3456901686488201,0.09604863221884498,negligible,0.5094381432719454,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | overweight,2 | obesity,105,54,34.0,24.0,0.008722453285046965,0.2544973544973545,small,0.06105717299532876,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | overweight,2 | low,105,6,34.0,14.0,0.041208631713166965,0.4984126984126984,large,0.14423021099608438,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | low,2 | normal,17,47,51.0,31.0,0.4159036735973094,0.13516896120150187,negligible,0.5822651430362331,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | low,2 | obesity,17,54,51.0,24.0,0.05474289088960231,0.3115468409586057,small,0.17031121610098496,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,1 | low,2 | low,17,6,51.0,14.0,0.06856671080969103,0.5196078431372549,large,0.18745358772877327,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,2 | normal,2 | obesity,47,54,31.0,24.0,0.10429083386772219,0.18833727344365642,small,0.2246264114074016,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,2 | normal,2 | low,47,6,31.0,14.0,0.11569671910725335,0.40070921985815605,medium,0.2313934382145067,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_vlf,2 | obesity,2 | low,54,6,24.0,14.0,0.5135299909815995,0.16666666666666666,small,0.6251669455428167,False,sex__bmi_cat
sex__bp_cat,t2m_pre_mean_rr,1 | normal,2 | normal,261,108,850.0,877.0,0.2388800661949283,-0.07794096778771108,negligible,0.35832009929239245,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_rr,1 | normal,1 | high,261,105,850.0,842.0,0.6122706425518796,0.03389892355409597,negligible,0.6122706425518796,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_rr,1 | normal,2 | high,261,56,850.0,818.0,0.1309367620216096,0.12869458128078817,negligible,0.35832009929239245,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_rr,2 | normal,1 | high,108,105,877.0,842.0,0.17922460987718158,0.10661375661375662,negligible,0.35832009929239245,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_rr,2 | normal,2 | high,108,56,877.0,818.0,0.037940162167279134,0.19808201058201058,small,0.2276409730036748,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_rr,1 | high,2 | high,105,56,842.0,818.0,0.30331837712190846,0.0988095238095238,negligible,0.3639820525462901,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_hr,1 | normal,2 | normal,261,107,70.0,68.0,0.391543302694751,0.0568625344648548,negligible,0.4698519632337012,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_hr,1 | normal,1 | high,261,105,70.0,71.0,0.5032381737173035,-0.044736361977741286,negligible,0.5032381737173035,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_hr,1 | normal,2 | high,261,56,70.0,73.0,0.13550439544034795,-0.12712096332785988,negligible,0.4065131863210439,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_hr,2 | normal,1 | high,107,105,68.0,71.0,0.22201542927583517,-0.09710725411659991,negligible,0.44403085855167035,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_hr,2 | normal,2 | high,107,56,68.0,73.0,0.07146271105200842,-0.17222963951935916,small,0.4065131863210439,False,sex__bp_cat
sex__bp_cat,t2m_pre_mean_hr,1 | high,2 | high,105,56,71.0,73.0,0.38333366125870316,-0.0836734693877551,negligible,0.4698519632337012,False,sex__bp_cat
sex__bp_cat,t2m_pre_sdnn,1 | normal,2 | normal,257,104,155.0,71.5,4.239167815219017e-10,0.4196348398683029,medium,2.5435006891314104e-09,True,sex__bp_cat
sex__bp_cat,t2m_pre_sdnn,1 | normal,1 | high,257,103,155.0,153.0,0.8401412353642957,0.013637565637867855,negligible,0.8401412353642957,False,sex__bp_cat
sex__bp_cat,t2m_pre_sdnn,1 | normal,2 | high,257,55,155.0,73.0,7.3328397200167674e-06,0.3852847541563495,medium,1.4665679440033535e-05,True,sex__bp_cat
sex__bp_cat,t2m_pre_sdnn,2 | normal,1 | high,104,103,71.5,153.0,1.3136310776251855e-06,-0.38928304705003736,medium,3.940893232875557e-06,True,sex__bp_cat
sex__bp_cat,t2m_pre_sdnn,2 | normal,2 | high,104,55,71.5,73.0,0.5429553137805132,-0.05891608391608392,negligible,0.6515463765366158,False,sex__bp_cat
sex__bp_cat,t2m_pre_sdnn,1 | high,2 | high,103,55,153.0,73.0,0.000314985522269693,0.34863195057369817,medium,0.0004724782834045395,True,sex__bp_cat
sex__bp_cat,t2m_pre_rmssd,1 | normal,2 | normal,258,104,13.95,12.5,0.026834517745476863,0.1487030411449016,small,0.08050355323643059,False,sex__bp_cat
sex__bp_cat,t2m_pre_rmssd,1 | normal,1 | high,258,104,13.95,14.5,0.5489053140154955,-0.04028771615980918,negligible,0.6586863768185945,False,sex__bp_cat
sex__bp_cat,t2m_pre_rmssd,1 | normal,2 | high,258,56,13.95,12.4,0.24397423359335801,0.09939091915836101,negligible,0.365961350390037,False,sex__bp_cat
sex__bp_cat,t2m_pre_rmssd,2 | normal,1 | high,104,104,12.5,14.5,0.01501484551487422,-0.1952662721893491,small,0.08050355323643059,False,sex__bp_cat
sex__bp_cat,t2m_pre_rmssd,2 | normal,2 | high,104,56,12.5,12.4,0.8300353943928545,-0.0207760989010989,negligible,0.8300353943928545,False,sex__bp_cat
sex__bp_cat,t2m_pre_rmssd,1 | high,2 | high,104,56,14.5,12.4,0.17511942741905995,0.1303228021978022,negligible,0.3502388548381199,False,sex__bp_cat
sex__bp_cat,t2m_pre_hf,1 | normal,2 | normal,261,108,115.0,79.0,0.31952215793831307,0.06587909748829289,negligible,0.4792832369074696,False,sex__bp_cat
sex__bp_cat,t2m_pre_hf,1 | normal,1 | high,261,105,115.0,105.0,0.8143258762309133,-0.015727057106367452,negligible,0.8143258762309133,False,sex__bp_cat
sex__bp_cat,t2m_pre_hf,1 | normal,2 | high,261,56,115.0,66.0,0.11022034341298226,0.13608374384236452,negligible,0.4792832369074696,False,sex__bp_cat
sex__bp_cat,t2m_pre_hf,2 | normal,1 | high,108,105,79.0,105.0,0.30058091849338464,-0.08218694885361552,negligible,0.4792832369074696,False,sex__bp_cat
sex__bp_cat,t2m_pre_hf,2 | normal,2 | high,108,56,79.0,66.0,0.5324800130365561,0.05968915343915344,negligible,0.6389760156438673,False,sex__bp_cat
sex__bp_cat,t2m_pre_hf,1 | high,2 | high,105,56,105.0,66.0,0.17066051067175914,0.13146258503401362,negligible,0.4792832369074696,False,sex__bp_cat
sex__bp_cat,t2m_pre_lf,1 | normal,2 | normal,261,108,133.0,98.5,0.027387587861119576,0.14594863062296012,negligible,0.16432552716671747,False,sex__bp_cat
sex__bp_cat,t2m_pre_lf,1 | normal,1 | high,261,105,133.0,113.0,0.7877322889542331,0.018025907681080096,negligible,0.9452787467450796,False,sex__bp_cat
sex__bp_cat,t2m_pre_lf,1 | normal,2 | high,261,56,133.0,102.0,0.09265599931779327,0.14326765188834154,negligible,0.20807743438506734,False,sex__bp_cat
sex__bp_cat,t2m_pre_lf,2 | normal,1 | high,108,105,98.5,113.0,0.10403871719253367,-0.12901234567901235,negligible,0.20807743438506734,False,sex__bp_cat
sex__bp_cat,t2m_pre_lf,2 | normal,2 | high,108,56,98.5,102.0,0.979250265155662,-0.0026455026455026454,negligible,0.979250265155662,False,sex__bp_cat
sex__bp_cat,t2m_pre_lf,1 | high,2 | high,105,56,113.0,102.0,0.19696872303869506,0.12380952380952381,negligible,0.2954530845580426,False,sex__bp_cat
sex__bp_cat,t2m_pre_vlf,1 | normal,2 | normal,261,108,35.0,23.0,0.0025371546956800915,0.19969490563360295,small,0.011453019469417697,True,sex__bp_cat
sex__bp_cat,t2m_pre_vlf,1 | normal,1 | high,261,105,35.0,40.0,0.8931116889077628,-0.009012953840540048,negligible,0.8931116889077628,False,sex__bp_cat
sex__bp_cat,t2m_pre_vlf,1 | normal,2 | high,261,56,35.0,26.0,0.005500870500216574,0.23645320197044334,small,0.011453019469417697,True,sex__bp_cat
sex__bp_cat,t2m_pre_vlf,2 | normal,1 | high,108,105,23.0,40.0,0.00650192724932758,-0.21587301587301588,small,0.011453019469417697,True,sex__bp_cat
sex__bp_cat,t2m_pre_vlf,2 | normal,2 | high,108,56,23.0,26.0,0.5859841928923533,0.052083333333333336,negligible,0.7031810314708239,False,sex__bp_cat
sex__bp_cat,t2m_pre_vlf,1 | high,2 | high,105,56,40.0,26.0,0.007635346312945131,0.25578231292517006,small,0.011453019469417697,True,sex__bp_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,60-69 | normal,76,62,878.5,847.0,0.2539688658469256,0.1133276740237691,negligible,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,70-79 | overweight,76,86,878.5,859.5,0.34734481197055056,0.08583231334149327,negligible,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,70-79 | obesity,76,84,878.5,858.5,0.1576792451714507,0.12969924812030076,negligible,0.722536686966886,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,60-69 | overweight,76,59,878.5,793.0,0.001958985338601264,0.3115521855486173,small,0.12929303234768344,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,70-79 | low,76,15,878.5,823.0,0.07147690147092094,0.2964912280701754,small,0.5493243724943025,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,60-69 | obesity,76,91,878.5,834.0,0.08323096552943979,0.15601503759398497,small,0.5493243724943025,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,80+ | overweight,76,15,878.5,899.0,0.7686301310412633,-0.04912280701754386,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,<60 | normal,76,6,878.5,883.0,0.9219811877952262,-0.02631578947368421,negligible,0.9822169922709953,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,80+ | normal,76,17,878.5,871.0,0.9129271311312971,0.01780185758513932,negligible,0.9822169922709953,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,60-69 | low,76,7,878.5,842.0,0.6760350589553689,0.09774436090225563,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | normal,80+ | obesity,76,7,878.5,884.0,0.38509690177638156,0.20112781954887218,small,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,70-79 | overweight,62,86,847.0,859.5,0.6549026798059975,-0.04332333083270818,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,70-79 | obesity,62,84,847.0,858.5,0.7938554608896154,0.025537634408602152,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,60-69 | overweight,62,59,847.0,793.0,0.0305845708796754,0.22826681246582833,small,0.4710975093761885,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,70-79 | low,62,15,847.0,823.0,0.22173201253520558,0.2053763440860215,small,0.7883651439575582,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,60-69 | obesity,62,91,847.0,834.0,0.6677402858627717,0.04112017015242822,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,80+ | overweight,62,15,847.0,899.0,0.1687165338637564,-0.23118279569892472,small,0.722536686966886,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,<60 | normal,62,6,847.0,883.0,0.39302296479436816,-0.21505376344086022,small,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,80+ | normal,62,17,847.0,871.0,0.3709053712272501,-0.1432637571157495,negligible,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,60-69 | low,62,7,847.0,842.0,0.9524528409900561,-0.016129032258064516,negligible,0.9822169922709953,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | normal,80+ | obesity,62,7,847.0,884.0,0.7504686772904194,0.07603686635944701,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | overweight,70-79 | obesity,86,84,859.5,858.5,0.5047649857383075,0.059385382059800665,negligible,0.9119950383318778,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | overweight,60-69 | overweight,86,59,859.5,793.0,0.013615350546128313,0.2418210484824596,small,0.4493065680222343,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | overweight,70-79 | low,86,15,859.5,823.0,0.17656876647690978,0.22015503875968992,small,0.722536686966886,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | overweight,60-69 | obesity,86,91,859.5,834.0,0.34761214661624706,0.08190646562739586,negligible,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | overweight,80+ | overweight,86,15,859.5,899.0,0.35922517472975823,-0.1496124031007752,small,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | overweight,<60 | normal,86,6,859.5,883.0,0.6128098384403586,-0.12596899224806202,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | overweight,80+ | normal,86,17,859.5,871.0,0.5909173333974331,-0.08344733242134063,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | overweight,60-69 | low,86,7,859.5,842.0,0.9825713353830425,0.006644518272425249,negligible,0.9976878174658586,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | overweight,80+ | obesity,86,7,859.5,884.0,0.6411938760836673,0.1079734219269103,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | obesity,60-69 | overweight,84,59,858.5,793.0,0.08281332514553337,0.1709039548022599,small,0.5493243724943025,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | obesity,70-79 | low,84,15,858.5,823.0,0.33151710109544097,0.15873015873015872,small,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | obesity,60-69 | obesity,84,91,858.5,834.0,0.8754030726435247,0.013867085295656724,negligible,0.9822169922709953,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | obesity,80+ | overweight,84,15,858.5,899.0,0.15846852822184265,-0.23015873015873015,small,0.722536686966886,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | obesity,<60 | normal,84,6,858.5,883.0,0.4327166119045459,-0.19444444444444445,small,0.8253654105244631,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | obesity,80+ | normal,84,17,858.5,871.0,0.4376937783084274,-0.12044817927170869,negligible,0.8253654105244631,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | obesity,60-69 | low,84,7,858.5,842.0,0.7487881534703054,-0.07482993197278912,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | obesity,80+ | obesity,84,7,858.5,884.0,0.7886185696874284,0.06292517006802721,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | overweight,70-79 | low,59,15,793.0,823.0,0.9303499797426895,-0.015819209039548022,negligible,0.9822169922709953,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | overweight,60-69 | obesity,59,91,793.0,834.0,0.07360765095139529,-0.17340286831812254,small,0.5493243724943025,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | overweight,80+ | overweight,59,15,793.0,899.0,0.029886930698817194,-0.36610169491525424,medium,0.4710975093761885,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | overweight,<60 | normal,59,6,793.0,883.0,0.12327208017459088,-0.3870056497175141,medium,0.722536686966886,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | overweight,80+ | normal,59,17,793.0,871.0,0.03568920525577186,-0.3369890329012961,medium,0.4710975093761885,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | overweight,60-69 | low,59,7,793.0,842.0,0.3486867331363651,-0.22033898305084745,small,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | overweight,80+ | obesity,59,7,793.0,884.0,0.7000235863116805,-0.09200968523002422,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | low,60-69 | obesity,15,91,823.0,834.0,0.3670914612066476,-0.14652014652014653,negligible,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | low,80+ | overweight,15,15,823.0,899.0,0.06790385688380711,-0.39555555555555555,medium,0.5493243724943025,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | low,<60 | normal,15,6,823.0,883.0,0.226953602048388,-0.35555555555555557,medium,0.7883651439575582,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | low,80+ | normal,15,17,823.0,871.0,0.18610793452177365,-0.2784313725490196,small,0.722536686966886,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | low,60-69 | low,15,7,823.0,842.0,0.3973481028765109,-0.23809523809523808,small,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,70-79 | low,80+ | obesity,15,7,823.0,884.0,0.8599591260756752,-0.05714285714285714,negligible,0.9822169922709953,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | obesity,80+ | overweight,91,15,834.0,899.0,0.14197673751419576,-0.23809523809523808,small,0.722536686966886,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | obesity,<60 | normal,91,6,834.0,883.0,0.334041506096895,-0.23809523809523808,small,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | obesity,80+ | normal,91,17,834.0,871.0,0.3113737914807079,-0.15578539107950873,small,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | obesity,60-69 | low,91,7,834.0,842.0,0.7615174157375678,-0.0706436420722135,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | obesity,80+ | obesity,91,7,834.0,884.0,0.8793889357685831,0.03610675039246468,negligible,0.9822169922709953,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,80+ | overweight,<60 | normal,15,6,899.0,883.0,1.0,0.0,negligible,1.0,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,80+ | overweight,80+ | normal,15,17,899.0,871.0,0.7625109964150618,0.06666666666666667,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,80+ | overweight,60-69 | low,15,7,899.0,842.0,0.621310876971217,0.14285714285714285,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,80+ | overweight,80+ | obesity,15,7,899.0,884.0,0.2591133807074717,0.3142857142857143,small,0.7946962057530218,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,<60 | normal,80+ | normal,6,17,883.0,871.0,0.944113553723772,0.029411764705882353,negligible,0.9822169922709953,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,<60 | normal,60-69 | low,6,7,883.0,842.0,0.7202474654940236,0.14285714285714285,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,<60 | normal,80+ | obesity,6,7,883.0,884.0,0.5185884686765404,0.23809523809523808,small,0.9119950383318778,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,80+ | normal,60-69 | low,17,7,871.0,842.0,0.7030324435662247,0.1092436974789916,negligible,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,80+ | normal,80+ | obesity,17,7,871.0,884.0,0.5250880523728993,0.17647058823529413,small,0.9119950383318778,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_rr,60-69 | low,80+ | obesity,7,7,842.0,884.0,0.6088863050232023,0.1836734693877551,small,0.9356153646199039,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,70-79 | normal,60-69 | normal,76,61,68.0,71.0,0.08072674706773325,-0.17407247627264882,small,0.8575637086924051,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,70-79 | normal,70-79 | overweight,76,86,68.0,69.5,0.5234349424213837,-0.05829253365973072,negligible,0.9717887582911926,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,70-79 | normal,70-79 | obesity,76,84,68.0,69.5,0.1486533328889236,-0.1325187969924812,negligible,0.8575637086924051,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,70-79 | normal,60-69 | overweight,76,59,68.0,74.0,0.005536724424212715,-0.27899197145405885,small,0.3654238119980392,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,70-79 | normal,70-79 | low,76,15,68.0,73.0,0.24337980387054037,-0.19210526315789472,small,0.8575637086924051,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,70-79 | normal,60-69 | obesity,76,91,68.0,71.0,0.06421652553244422,-0.16657027183342973,small,0.8575637086924051,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,70-79 | normal,80+ | overweight,76,15,68.0,67.0,0.8556149126199527,0.03070175438596491,negligible,0.9717887582911926,False,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,70-79 | normal,<60 | normal,76,6,68.0,68.0,0.9786776568462365,0.008771929824561403,negligible,0.9786776568462365,False,age_group__bmi_cat
